crew,experiment,time,seat,eeg_fp1,eeg_f7,eeg_f8,eeg_t4,eeg_t6,eeg_t5,eeg_t3,eeg_fp2,eeg_o1,eeg_p3,eeg_pz,eeg_f3,eeg_fz,eeg_f4,eeg_c4,eeg_p4,eeg_poz,eeg_c3,eeg_cz,eeg_o2,ecg,r,gsr,event
1,CA,0.05078125,1,-4.3817900000000005,17.538798999999994,1.77437,6.64341,21.398199,25.241301,17.6752,0.220375,20.714399,19.544001,13.9555,8.698269999999999,11.9943,4.22251,7.0339100000000006,14.8267,11.3519,15.527,-7.602060000000002,10.335,-4520.0,817.705994,388.829987,A
1,CA,0.05468750,1,0.027809,10.9088,-1.87867,7.430339999999997,17.4673,21.293501000000006,11.3094,-4.6894300000000015,15.6529,16.131701,5.14555,4.71587,15.5885,-0.346779,-9.89856,10.8757,9.16263,10.3246,-12.8561,10.2645,-4520.0,817.705994,388.829987,A
1,CA,0.05859375,1,7.34946,12.685,0.331818,-0.480034,11.1149,18.847799,9.4052,2.37934,19.085199,15.1432,1.36896,8.46085,15.2332,0.8317180000000001,0.735733,8.601469999999999,9.06381,13.4029,-11.6225,7.428139999999999,-4520.0,817.705994,388.829987,A
1,CA,0.06250000,1,-0.38028,10.630999999999998,2.11757,6.4904699999999975,9.97471,16.911501,10.2636,0.660728,18.562799,17.1043,0.337662,4.20805,13.3793,3.50716,5.9329300000000025,11.0633,9.04143,12.6309,-14.5475,6.44352,-4520.0,817.705994,388.829987,A
1,CA,0.06640625,1,9.91003,10.1351,-0.239143,11.4901,12.135,22.772699,15.4451,4.58281,23.5991,18.963499,0.215546,7.4138199999999985,17.287399,5.90867,9.68903,17.5819,16.494699,11.8067,-18.1063,17.4191,-4520.0,817.705994,388.829987,A
1,CA,0.07031250,1,9.42417,14.1768,3.81669,14.7866,26.413,22.968901,18.3118,5.45204,28.2761,22.3948,-1.4664,10.8416,17.4501,12.5279,23.8295,26.9086,24.2008,15.9179,-19.161301,25.7862,-4520.0,817.705994,388.829987,A
1,CA,0.07421875,1,6.23454,17.17,11.662,17.2661,22.221201,27.4282,21.135201,13.1393,29.4639,26.1359,-4.36676,11.659,10.4488,14.1678,8.55074,22.908899,23.5291,18.8738,-23.181101,20.333599,-4520.0,817.705994,388.829987,A
1,CA,0.07812500,1,6.65235,16.806998999999998,3.08169,5.6063199999999975,21.3979,25.130501,17.0851,8.521189999999999,21.691299,20.6973,-8.206760000000001,7.4888,10.7583,10.8814,22.2388,20.558701,19.248301,13.2596,-27.579901,15.9954,-4520.0,817.705994,388.829987,A
1,CA,0.08203125,1,7.28056,15.2482,-9.36442,-8.499889999999999,19.921499,23.003799,16.1639,5.46616,23.1975,20.993299,-13.0657,7.89215,14.085,15.3802,56.647499,24.1724,22.371901,13.2049,-28.6052,22.4433,-4520.0,817.705994,388.829987,A
1,CA,0.08593750,1,6.66103,15.5771,13.4948,20.863001,20.9387,30.516399,19.124599,10.3115,31.133101,27.2805,-14.4435,11.5004,18.679701,18.5047,7.19683,21.844101,25.575399,16.2139,-24.054501,22.5161,-4520.0,817.705994,388.829987,A
1,CA,0.08984375,1,4.67399,18.1,5.9520300000000015,20.822399,17.867701,27.639,17.6255,6.62931,30.049299,23.081699,-13.3757,9.81535,22.0023,14.299,13.4606,21.310801,25.084,14.5404,-20.214701,29.086399,-4520.0,817.705994,388.829987,A
1,CA,0.09375000,1,6.4318300000000015,19.868299,8.07041,18.8668,17.979,24.538099,19.8146,6.29896,28.7717,20.7707,-12.0356,8.973310000000003,25.198999,16.2458,12.7503,18.0333,21.356001000000006,13.6695,-12.9439,23.2787,-4520.0,817.705994,388.829987,A
1,CA,0.09765625,1,14.0914,17.8881,17.242701,24.934,14.3552,26.4877,21.0555,10.7234,26.2353,23.020399,-10.0984,10.0541,25.1397,15.8768,-5.79724,13.9844,17.0632,14.4621,-7.38098,15.9528,-4520.0,817.705994,388.829987,A
1,CA,0.10156250,1,9.5147,13.6959,4.8555,11.248,15.1342,23.783701,17.203899,9.03399,23.434299,19.045,-5.80785,8.40437,23.042999,8.78997,2.55132,16.5021,16.1443,12.6567,-6.43915,18.0623,-4520.0,817.705994,388.829987,A
1,CA,0.10546875,1,4.53465,19.3557,3.86819,2.40813,14.9172,24.596701,18.037399,7.71634,23.9494,18.5746,-1.40018,8.073189999999999,23.0086,9.01212,16.0595,15.335,15.4958,14.9157,-1.37849,17.8575,-4520.0,817.705994,388.829987,A
1,CA,0.10937500,1,1.22379,18.2185,6.7179,5.94334,14.6397,24.6602,14.2856,4.81927,20.0651,19.1766,1.35822,4.99426,23.2817,8.9135,14.639,14.4276,14.9386,12.7216,1.24996,13.7354,-4520.0,817.705994,388.829987,A
1,CA,0.11328125,1,-1.89584,15.1172,3.5190900000000003,17.090099,17.6656,19.789499,12.2242,0.444038,13.7379,14.8837,5.4089800000000015,5.78719,23.2995,6.9458800000000025,-0.778725,17.469101000000002,13.9539,12.0309,-3.6799,18.0783,-4520.0,817.705994,388.829987,A
1,CA,0.11718750,1,-2.0219,13.7441,0.1996,16.444000000000006,15.3861,12.5847,11.6306,1.14427,13.482,9.85826,9.82056,3.91914,23.9928,4.64404,11.0531,15.3084,10.8693,9.20927,-8.41034,16.135,-4520.0,817.705994,388.829987,A
1,CA,0.12109375,1,-0.674728,16.5424,7.443410000000001,19.581499,14.145,11.4743,8.138819999999999,4.12835,8.55154,6.89933,15.4551,6.2823,23.303499,5.94641,11.6119,13.3042,7.95683,6.54784,-7.786980000000002,8.73679,-4520.0,817.705994,388.829987,A
1,CA,0.12500000,1,0.23473400000000005,16.0056,10.7926,14.1465,16.0807,12.3049,6.17135,6.256,5.25365,6.1844800000000015,14.4593,7.548939999999999,21.9874,11.1223,11.1125,11.9511,5.29856,7.833760000000002,-1.64985,6.51283,-4520.0,817.705994,388.829987,A
1,CA,0.12890625,1,6.10073,15.5793,2.90833,5.09476,11.5779,12.3426,13.5445,4.77342,5.4009,7.20745,12.2216,10.5448,21.9916,7.5346899999999986,13.324000000000002,10.6661,3.24528,9.22366,2.54091,-0.273109,-4520.0,817.705994,388.829987,A
1,CA,0.13281250,1,4.34785,14.0472,9.01491,2.98732,15.2952,12.1924,11.1808,3.02882,4.83398,9.80563,14.5424,8.66582,17.8354,6.42053,0.7174149999999999,11.9851,3.68224,9.40344,8.60701,2.64134,-4520.0,817.705994,388.829987,A
1,CA,0.13671875,1,-3.57818,17.2896,11.0569,3.22382,19.589001,16.0791,14.1698,3.72776,11.6601,13.6825,16.5944,10.3552,14.167,11.9529,19.508499,19.312099,7.430630000000002,14.0552,13.1599,6.28315,-4520.0,817.705994,388.829987,A
1,CA,0.14062500,1,10.9439,26.35300100000001,-1.3867,-6.904139999999999,16.592199,19.65,22.458799,5.95832,12.628,19.163401,17.8848,16.6586,14.912,8.301630000000001,28.568501,16.8041,10.6086,18.5334,13.9066,10.3593,-4520.0,817.705994,388.829987,A
1,CA,0.14453125,1,14.137,26.285801,-3.24397,7.68188,19.9436,18.647301,22.278,9.26537,15.6764,19.5963,16.0462,17.216801,14.3243,10.6249,35.267799,23.0116,13.6765,17.826,13.7088,15.9617,-4520.0,817.705994,388.829987,A
1,CA,0.14843750,1,7.49326,24.614901,15.3677,32.3232,19.2661,24.521999,18.6206,12.6144,18.506399,20.4233,11.5682,13.2124,9.88718,9.0997,-11.7757,18.422501,14.4182,16.840799,10.0546,16.361798999999998,-4520.0,817.705994,388.829987,A
1,CA,0.15234375,1,0.0,22.1847,0.111374,8.49492,12.9913,22.642599,18.4874,1.90236,17.8941,18.0548,10.1212,9.71075,8.7732,3.6050800000000014,15.7018,14.7098,12.6782,14.447,10.8524,15.6757,-4520.0,817.705994,388.829987,A
1,CA,0.15625000,1,-1.02469,15.3764,0.181519,11.488,13.7138,16.472,15.5852,-4.87817,15.542,15.5891,10.9849,6.20729,12.6779,2.54201,3.8487,12.7025,10.2032,13.2208,12.3575,13.1464,-4520.0,817.705994,388.829987,A
1,CA,0.16015625,1,0.48156,9.7607,13.4272,27.2642,17.672701,17.794701,14.5318,2.39006,15.5777,16.3755,12.1047,5.29783,13.8159,9.7824,-8.946480000000003,15.202,10.0396,11.8872,11.4158,15.0212,-4520.0,817.705994,388.829987,A
1,CA,0.16406250,1,13.9504,17.7589,10.5102,27.678801,20.6248,17.439899,14.4791,11.4888,19.017099,16.615601,11.2505,11.5559,16.5266,9.5346,0.931961,18.194099,14.2505,14.9473,8.50512,18.9452,-4520.0,817.705994,388.829987,A
1,CA,0.16796875,1,5.54777,20.0828,6.67471,12.8095,23.4816,18.515699,16.097401,7.4100800000000016,22.0495,22.382999,12.6304,14.0359,18.874001,13.2972,32.881699,24.233,19.5179,19.4667,7.627960000000002,20.424101,-4520.0,817.705994,388.829987,A
1,CA,0.17187500,1,11.6845,19.0023,11.7828,21.352301,25.0257,22.2418,19.002899,12.8494,26.7384,24.9151,9.9774,18.6092,20.314199,17.928301,23.868401,26.2847,25.3792,22.0854,7.11315,27.1548,-4520.0,817.705994,388.829987,A
1,CA,0.17578125,1,15.576,29.085199,19.4,14.8947,21.9107,22.7575,22.0254,17.7973,23.3102,23.940701,5.19856,20.5121,16.705099,18.1028,12.799,24.0392,24.2194,22.1535,8.789060000000001,27.7873,-4520.0,817.705994,388.829987,A
1,CA,0.17968750,1,-2.9958,19.0776,8.53004,4.45935,23.8459,18.8878,14.2801,6.6650899999999975,21.6,19.8783,3.03798,12.5141,14.8174,9.7995,8.13233,22.216499,23.912001,14.4709,14.2093,29.6423,-4520.0,817.705994,388.829987,A
1,CA,0.18359375,0,1.9931,8.09932,8.89996,-11.8519,0.637441,-5.8925300000000025,11.8455,12.4538,-4.0472800000000015,3.10302,10.7547,9.51251,8.9787,11.9695,8.6532,8.27909,0.513576,5.8086800000000025,13.1604,-1.82025,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.18359375,1,-8.36284,8.827919999999997,6.40709,4.75847,16.8979,11.4468,5.42204,-1.58932,11.4715,11.3477,0.208023,3.5087,14.9818,3.8219,-0.899231,12.3377,13.9058,7.11198,18.819099,15.6901,-4511.839844,817.687012,388.612,A
1,CA,0.18750000,0,1.44216,7.20855,6.153519999999999,-18.372601,7.03637,-2.30195,17.986099,10.6086,-2.59151,4.50212,10.2751,11.2535,9.85542,12.0479,19.5121,11.1073,0.144438,5.42333,14.2826,-0.210154,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.18750000,1,1.6428,6.8274,-2.1814,-1.28532,6.73882,4.06278,-4.07979,-1.6836400000000002,2.34527,5.86266,-0.986435,2.40904,13.349,-1.06253,0.67675,7.89652,8.71269,5.90477,18.565001,10.2965,-4511.839844,817.687012,388.612,A
1,CA,0.19140625,0,1.8818,1.90645,-7.29714,0.054377999999999996,9.3253,-10.3872,5.1718,-2.43982,-11.2053,-2.53916,1.20223,3.7020699999999995,0.8311879999999999,2.5548900000000003,3.4981199999999997,-0.929733,-8.45304,-0.57099,4.08062,-8.399230000000001,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.19140625,1,5.46358,12.2119,-5.77679,9.6531,12.837,10.3577,9.06265,-4.5233,13.0755,13.3121,5.21889,6.6909300000000025,14.3131,-1.14699,1.83923,17.1159,17.1112,10.6709,21.378901000000006,21.969801,-4511.839844,817.687012,388.612,A
1,CA,0.19531250,0,3.1006,0.0,8.118780000000001,10.0911,4.78326,-14.5534,2.9251099999999997,2.50038,-14.2226,-2.38116,-0.604114,0.144027,1.63094,4.71811,-5.50516,-4.91793,-10.3779,-0.696449,2.9984,-11.9974,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.19531250,1,3.47349,10.7129,-6.77453,10.390999999999998,15.9145,16.8234,6.55035,-1.66672,15.1894,14.5992,7.96877,6.0166,18.888201,-2.11394,8.374789999999999,18.4988,17.3274,8.72055,20.381599,17.030898999999998,-4511.839844,817.687012,388.612,A
1,CA,0.19921875,0,0.0,-0.260347,5.00783,10.0159,-1.8022,-7.04979,8.76383,7.066739999999999,-10.4746,-0.5599770000000001,1.5701200000000002,0.158558,2.29126,2.57255,-1.16144,-1.52911,-7.383269999999999,-0.912276,3.5648400000000002,-9.38551,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.19921875,1,0.0,20.566,-5.06516,6.11842,18.780701,23.040199,12.9643,-0.677696,18.5986,19.576401,7.1436800000000025,9.88249,23.127001,-0.010803,15.5606,21.7017,20.5168,17.0926,21.4494,20.3409,-4511.839844,817.687012,388.612,A
1,CA,0.20312500,0,4.39693,4.73658,6.70878,8.35332,5.49595,-7.313860000000001,6.10407,10.3328,-5.39733,1.8496700000000001,2.89888,0.706331,3.30795,6.2999800000000015,1.84411,2.26717,-2.99907,2.6267099999999997,4.69476,-4.9035,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.20312500,1,-0.464401,21.5186,-11.8162,-3.68975,21.879101,32.242901,23.8176,-2.33187,27.803301,27.65940100000001,7.76173,11.3634,26.129999,2.16649,40.2953,30.45210100000001,28.642401,22.1637,24.652,33.153198,-4470.950195,817.679993,388.477997,A
1,CA,0.20703125,0,6.71125,9.49162,15.1892,7.77607,5.8494,-5.7692,11.124,13.6162,-1.50295,5.9065900000000005,6.17663,2.56165,6.9210199999999995,11.8924,5.71978,5.9709,-0.15824100000000002,6.5154,6.50189,-1.09366,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.20703125,1,6.18443,15.9023,-4.56693,9.56419,26.336,30.7985,20.7939,1.86037,27.7616,27.663099,9.91246,11.5922,27.510401,4.90922,19.5807,29.301201,26.492901,19.613001,20.070999,36.3349,-4470.950195,817.679993,388.477997,A
1,CA,0.21093750,0,3.10911,5.53873,17.328198999999998,5.06979,5.53158,0.7240800000000001,6.844339999999999,16.016899,-1.06828,4.51907,4.9317,0.0475,6.9157800000000025,17.280001000000002,12.4588,7.6062,-1.44451,4.46393,6.79202,0.682369,-18260.80078,665.0020139999998,823.356018,A
1,CA,0.21093750,1,3.32953,18.9041,11.0914,28.756701,19.197901,26.4352,18.168501000000006,3.01025,24.239201,22.335899,8.03632,11.5298,28.617901,6.69877,-9.7524,19.815901,19.6728,18.805,16.642098999999998,29.0366,-4470.950195,817.679993,388.477997,A
1,CA,0.21484375,0,-3.1703200000000002,0.0,0.8081470000000001,3.65266,1.17499,-1.8384200000000002,-1.21536,4.5721300000000005,-7.23755,-0.324712,-0.104154,-1.55657,0.761989,9.36277,7.19101,1.6596,-7.49374,-2.28666,1.6994599999999995,-5.134869999999999,-18261.69922,665.091003,823.414978,A
1,CA,0.21484375,1,15.0831,22.8461,2.05678,22.883301,13.7153,24.746201,24.5182,7.2549199999999985,20.1131,23.494801,14.2377,17.1682,27.3603,10.3569,20.7623,18.9692,19.087999,23.189301,20.759199,23.387699,-4395.910156,817.648987,388.26001,A
1,CA,0.21875000,0,-7.8940100000000015,-1.10521,-2.45376,5.96559,-2.35301,-4.51156,4.89421,0.161081,-10.5501,-4.19064,-1.42765,-1.8158599999999998,-0.342026,5.98975,9.21245,0.144593,-8.90216,-4.79835,2.23178,-9.776810000000001,-18261.69922,665.091003,823.414978,A
1,CA,0.21875000,1,13.0972,18.5937,5.54969,24.062901,19.927601,24.6653,20.5746,3.96841,18.205099,20.5522,13.8991,14.7082,21.0812,9.13665,3.9977,19.677,17.820601,17.531401000000002,24.6959,24.686399,-4395.910156,817.648987,388.26001,A
1,CA,0.22265625,0,-5.41122,-1.7947799999999998,3.5907400000000003,6.2487900000000005,4.9101,-1.55936,4.26353,-1.8417299999999999,-8.52772,-0.8646969999999999,0.23794899999999997,0.995065,1.98702,7.13611,15.9969,5.59581,-7.031289999999999,-3.65239,5.69958,-6.2646,-18261.69922,665.091003,823.414978,A
1,CA,0.22265625,1,1.38763,20.6492,18.957899,28.1278,14.2341,20.8041,18.7276,8.4718,12.6402,15.5509,4.89944,12.8334,18.752001,6.9866100000000015,-15.9281,13.4443,9.97084,12.1678,28.1905,15.8372,-4395.910156,817.648987,388.26001,A
1,CA,0.22656250,0,-7.30828,-5.13255,-6.26781,-3.95304,-3.14178,-4.79975,-8.9588,-11.1457,-14.5202,-5.71614,-6.51578,-5.05419,-5.78005,-3.24055,-5.03674,-5.61994,-13.7441,-8.78348,-2.21227,-12.2578,-18256.0,665.18103,823.479004,A
1,CA,0.22656250,1,4.10011,19.5112,0.427094,4.44347,17.162001,24.034201,17.8517,5.83581,16.008801000000002,17.9545,8.41879,14.6345,17.677401,1.7958900000000002,5.2177,18.4779,12.1559,14.2366,31.320499,19.765699,-4395.910156,817.648987,388.26001,A
1,CA,0.23046875,0,-8.52243,0.249525,-0.132212,15.7724,-5.4267,1.16049,-4.7502699999999995,-5.6433300000000015,-6.96588,0.910913,-0.10826199999999997,-4.74378,-2.60891,-2.6785200000000002,6.8559600000000005,1.21939,-4.95087,-3.1428700000000003,2.4802299999999997,-7.31137,-18256.0,665.18103,823.479004,A
1,CA,0.23046875,1,4.71662,18.461901,3.54491,-6.11775,20.1642,26.277901,17.9368,3.54586,17.431601,17.756399,10.9681,16.5942,13.9691,5.87841,18.515301,18.6549,11.9141,15.3069,35.754501,18.127501,-4395.910156,817.648987,388.26001,A
1,CA,0.23437500,0,-11.9447,-5.7884400000000005,-6.21375,2.13351,-5.01213,3.3998800000000005,7.34855,-9.138060000000001,-4.91905,0.5960300000000001,-1.5982100000000001,-11.992,-8.71748,-6.822610000000001,10.1784,1.5991799999999998,-5.65653,-6.76012,0.4476890000000001,-5.84438,-18254.0,665.2490230000002,823.512024,A
1,CA,0.23437500,1,16.492599,18.5686,12.1007,4.76128,15.5987,21.263901,19.8554,8.78128,14.5122,14.1449,11.3921,18.1495,11.2454,5.6493,-1.92827,12.9137,7.8084,12.6473,33.730598,15.1629,-4395.910156,817.648987,388.26001,A
1,CA,0.23828125,0,-13.5445,-11.8248,-1.85407,-7.3548399999999985,2.89858,2.43053,4.2430699999999995,-9.1682,-3.6598800000000002,0.8323959999999999,-1.9524,-11.4276,-8.37727,-6.37554,-5.64541,-0.84296,-5.4708,-7.2489399999999975,-2.71175,-2.97188,-18254.0,665.2490230000002,823.512024,A
1,CA,0.23828125,1,12.4652,14.7093,3.18486,11.3539,16.485901000000002,20.1117,13.8927,8.63433,10.7229,10.3844,14.9062,12.4301,6.2614199999999975,1.89564,-0.06501799999999999,14.6308,6.19453,7.79438,30.9632,16.6017,-4395.910156,817.648987,388.26001,A
1,CA,0.24218750,0,-10.0662,-7.8178300000000025,-5.27756,-15.5302,2.35412,2.16459,7.62144,-7.64697,-1.70511,1.9318,0.0,-9.605960000000001,-8.58966,-5.4599400000000005,0.13249,4.0263800000000005,-3.4972199999999996,-7.4118,-2.85396,-1.23584,-18254.0,665.2490230000002,823.512024,A
1,CA,0.24218750,1,2.19878,10.872,0.418396,15.2975,23.4613,16.5975,7.839110000000002,3.89422,15.5488,6.37774,17.176399,9.76414,5.23797,0.012756,-1.49207,18.8899,7.927910000000002,4.16308,33.4842,20.5825,-4395.910156,817.648987,388.26001,A
1,CA,0.24609375,0,-12.6039,-6.62303,-7.8927,-9.420580000000001,1.62376,-3.90599,10.6717,-4.9341,0.13762,1.0582799999999999,1.17707,-13.4749,-11.1336,-7.797919999999999,2.7888900000000003,5.17605,-2.5399599999999998,-8.205589999999999,-4.4411,-1.02875,-18254.0,665.2490230000002,823.512024,A
1,CA,0.24609375,1,4.5094,8.76856,2.42881,8.67727,15.6925,9.79219,6.80524,-1.7823,11.5165,0.8018649999999999,13.0024,5.60136,6.64428,-3.04136,-3.34641,12.928,5.20743,-1.46414,34.875,20.319201,-4395.910156,817.648987,388.26001,A
1,CA,0.25000000,0,-17.460898999999998,-10.7657,-7.42813,0.135971,7.7051300000000005,-5.93861,-4.32826,-12.7575,-3.48368,-1.1949100000000001,-3.6346300000000014,-10.7487,-12.8246,-6.9428600000000005,-7.564319999999999,-4.33001,-5.8922,-9.13997,-6.752489999999999,-2.58886,-18254.0,665.2490230000002,823.512024,A
1,CA,0.25000000,1,-9.93001,3.88635,-5.30029,6.7571600000000025,12.342,7.51235,-0.446358,-5.85646,1.8106,-4.05657,9.50201,-0.49118,6.66073,-4.3749699999999985,5.9273,12.1046,-2.55342,-5.26549,35.930099,12.1167,-4388.959961,817.638,388.173004,A
1,CA,0.25390625,0,-14.5863,0.53589,-0.837577,-3.00553,7.72967,0.017741,-10.6645,-13.4023,2.24497,4.05673,2.41121,-1.0379,-6.12245,-0.6564909999999999,-1.8251,0.9988879999999999,-0.445406,0.05552000000000002,-0.781208,1.4666,-18254.0,665.2490230000002,823.512024,A
1,CA,0.25390625,1,-9.59904,6.05635,-3.03662,6.5468699999999975,19.069201,10.9772,-5.5407699999999975,-5.215330000000002,4.9596800000000005,0.0,10.5663,2.94532,7.48563,-6.23875,-4.76041,14.8701,1.24408,-0.6969069999999999,30.8057,13.6399,-4388.959961,817.638,388.173004,A
1,CA,0.25781250,0,-22.139298999999998,-3.58629,-11.0149,-9.57249,-3.69076,-4.72114,5.13971,-17.01,-3.51986,-1.2791700000000001,-3.20533,-11.6471,-12.418,-10.8834,-3.8872800000000014,-1.74132,-6.67555,-5.9318800000000005,-6.7574,-3.4519300000000004,-18254.0,665.2490230000002,823.512024,A
1,CA,0.25781250,1,1.7373900000000002,13.0379,5.38799,5.85445,11.8337,11.9104,2.18428,1.06853,4.00785,1.87353,12.3984,10.1856,13.2276,-2.10525,1.97945,9.1132,0.139778,4.16113,34.439301,7.13612,-4470.919922,817.6229860000003,387.997009,A
1,CA,0.26171875,0,-16.6532,-7.4078100000000004,-17.2652,-5.94527,-7.73165,-5.48144,1.63096,-16.236099,-6.3631400000000005,-3.08814,-5.9046400000000006,-7.64832,-12.4355,-15.2802,-8.02313,-7.6398,-8.17698,-6.77237,-6.16852,-6.5992,-18254.0,665.2490230000002,823.512024,A
1,CA,0.26171875,1,11.0977,14.2841,11.111,20.6346,0.7212069999999999,10.8504,10.0718,3.93829,1.48777,3.73941,13.8936,11.8833,15.995,4.45562,3.76452,5.71022,-0.165627,7.5911399999999984,33.847198,3.14232,-4470.919922,817.6229860000003,387.997009,A
1,CA,0.26562500,0,-7.61143,-1.8437299999999999,-2.9716099999999996,4.395519999999999,-0.748107,1.55744,1.41831,-5.8488,-0.973043,2.3670400000000003,-0.492108,-3.0082299999999997,-7.25288,-6.5892399999999975,-2.25311,-1.2500200000000001,-3.1871099999999997,-1.7403400000000002,-0.447643,-2.48965,-18254.0,665.2490230000002,823.512024,A
1,CA,0.26562500,1,10.3828,13.3765,9.05347,15.7618,8.44771,15.7431,9.3223,7.43095,10.6609,9.97469,14.6127,12.8518,12.4762,2.229,-7.224589999999999,11.329,6.6360100000000015,11.0712,33.867001,15.6975,-4469.490234000001,817.612976,387.950989,A
1,CA,0.26953125,0,-3.7934,5.37865,-2.62352,-5.52617,2.3420799999999997,5.91956,13.2789,-4.4248199999999995,3.4520199999999996,5.5984300000000005,4.46676,-0.451032,-1.24465,1.03936,10.6774,6.1661,0.950681,1.52057,4.093459999999999,3.61898,-18254.0,665.2490230000002,823.512024,A
1,CA,0.26953125,1,14.0319,16.901501,1.03694,-8.07056,10.9791,19.8689,14.6685,9.90907,14.52,14.9021,17.8843,16.5779,18.544201,4.66828,22.0881,15.2342,9.71209,15.6464,40.6078,19.1936,-4469.490234000001,817.612976,387.950989,A
1,CA,0.27343750,0,-9.62711,-7.05271,-15.835999999999999,-10.5173,-4.2066300000000005,-4.17364,-4.3424,-13.3211,-4.3921,-4.20708,-5.93879,-12.8025,-12.8528,-9.26885,8.33709,-2.30655,-8.1814,-9.00661,-5.23574,-4.534680000000002,-18254.0,665.2490230000002,823.512024,A
1,CA,0.27343750,1,7.74958,15.863,-0.456696,0.0,10.7841,17.249599,17.5133,5.1235,17.957001,16.130301,17.9622,14.7516,17.243401000000002,7.1467800000000015,39.072498,16.964199,11.6823,16.5214,43.343498,19.660299,-4469.490234000001,817.612976,387.950989,A
1,CA,0.27734375,0,-8.45416,-5.54392,-1.34941,-0.012247,-1.8409799999999998,-5.82681,-2.45384,-14.8414,-1.65887,-3.8047699999999995,-5.47954,-9.608369999999999,-11.6541,-6.26391,-8.088510000000001,-2.9426400000000004,-6.77833,-7.74193,-6.593960000000001,-2.94132,-18262.30078,665.3740230000002,823.617004,A
1,CA,0.27734375,1,1.6906900000000002,10.312,22.9727,28.068001,12.5033,16.3305,14.9733,7.232639999999999,19.439199,15.2883,11.4465,10.0422,17.191401000000006,6.19685,-9.85049,16.0669,12.2207,14.3636,43.489799,19.6675,-4469.490234000001,817.612976,387.950989,A
